年月,港口別,Total,國輪合計,外輪合計,進港合計,進港國輪,進港外輪,出港合計,出港國輪,出港外輪
201203,基隆港,1899323,515225,1384098,1361817,370881,990936,537506,144344,393162
201203,花蓮港,1198962,719915,479047,384167,82020,302147,814795,637895,176900
201203,臺北港,1186958,214149,972809,974849,148390,826459,212109,65759,146350
201203,蘇澳港,558687,176321,382366,403276,137086,266190,155411,39235,116176
201203,安平港,95800,47252,48548,79672,46319,33353,16128,933,15195
201204,國際商港,21553033,4786415,16766618,16319794,3085866,13233928,5233239,1700549,3532690
201204,高雄港,11259038,1803075,9455963,8035531,1055936,6979595,3223507,747139,2476368
201204,臺中港,5815774,1393883,4421891,5293337,1282332,4011005,522437,111551,410886
201204,基隆港,1866758,482850,1383908,1401265,401620,999645,465493,81230,384263
201204,臺北港,1356171,222886,1133285,1116263,141430,974833,239908,81456,158452
201204,花蓮港,856325,706645,149680,188184,55004,133180,668141,651641,16500
201204,蘇澳港,326029,129506,196523,218229,104206,114023,107800,25300,82500
201204,安平港,72938,47570,25368,66985,45338,21647,5953,2232,3721
201205,國際商港,20325694,4457577,15868117,15022696,2834809,12187887,5302998,1622768,3680230
201205,高雄港,10565794,2050004,8515790,7355941,1357980,5997961,3209853,692024,2517829
201205,臺中港,4717857,893227,3824630,4116654,748328,3368326,601203,144899,456304
201205,基隆港,1947760,449083,1498677,1506542,393130,1113412,441218,55953,385265
201205,臺北港,1481569,199433,1282136,1238992,121938,1117054,242577,77495,165082
201205,花蓮港,1049251,746096,303155,415984,112829,303155,633267,633267,0
201205,蘇澳港,449380,76136,373244,290452,58948,231504,158928,17188,141740
201205,安平港,114083,43598,70485,98131,41656,56475,15952,1942,14010
201206,國際商港,19133312,4300917,14832395,14256401,2862575,11393826,4876911,1438342,3438569
201206,高雄港,9521670,1603222,7918448,6503359,1018101,5485258,3018311,585121,2433190
201206,臺中港,5350888,1381179,3969709,4843563,1251594,3591969,507325,129585,377740
201206,基隆港,1823611,392719,1430892,1408482,336420,1072062,415129,56299,358830
201206,臺北港,1227993,220872,1007121,997681,146977,850704,230312,73895,156417
201206,花蓮港,815909,636945,178964,212592,60628,151964,603317,576317,27000
201206,蘇澳港,321893,33256,288637,228639,20456,208183,93254,12800,80454
201206,安平港,71348,32724,38624,62085,28399,33686,9263,4325,4938
201207,國際商港,21136245,4379154,16757091,16149607,2999139,13150468,4986638,1380015,3606623
201207,高雄港,10976602,1638995,9337607,7877254,1046847,6830407,3099348,592148,2507200
201207,臺中港,5516341,1510111,4006230,4971346,1381170,3590176,544995,128941,416054
201207,基隆港,1979224,420111,1559113,1542630,335686,1206944,436594,84425,352169
201207,臺北港,1385701,204711,1180990,1134582,155887,978695,251119,48824,202295
201207,花蓮港,772050,520679,251371,228389,23793,204596,543661,496886,46775
201207,蘇澳港,392399,46498,345901,295936,20898,275038,96463,25600,70863
201207,安平港,113928,38049,75879,99470,34858,64612,14458,3191,11267
201208,國際商港,18991535,3803411,15188124,14411634,2643002,11768632,4579901,1160409,3419492
201208,高雄港,9468850,1370050,8098800,6738615,1051976,5686639,2730235,318074,2412161
201208,臺中港,5415886,1222972,4192914,4908447,1126428,3782019,507439,96544,410895
201208,基隆港,1845533,357591,1487942,1416469,274500,1141969,429064,83091,345973
201208,臺北港,1087269,246170,841099,822376,128337,694039,264893,117833,147060
201208,花蓮港,788053,523380,264673,262735,25062,237673,525318,498318,27000
201208,蘇澳港,305419,48099,257320,197249,5399,191850,108170,42700,65470
201208,安平港,80525,35149,45376,65743,31300,34443,14782,3849,10933
201209,國際商港,20667540,4618423,16049117,15394851,3174741,12220110,5272689,1443682,3829007
201209,高雄港,10407835,1758902,8648933,7142298,1156278,5986020,3265537,602624,2662913
201209,臺中港,5517566,1479597,4037969,4925106,1351456,3573650,592460,128141,464319
201209,基隆港,1912863,439622,1473241,1502758,372418,1130340,410105,67204,342901
201209,臺北港,1360831,202930,1157901,1123755,119750,1004005,237076,83180,153896
201209,花蓮港,878650,623074,255576,275148,104272,170876,603502,518802,84700
201209,蘇澳港,481094,77767,403327,329364,35067,294297,151730,42700,109030
201209,安平港,108701,36531,72170,96422,35500,60922,12279,1031,11248
201210,國際商港,20520897,4679827,15841070,15407714,3096650,12311064,5113183,1583177,3530006
201210,高雄港,10571187,1741171,8830016,7570319,1180952,6389367,3000868,560219,2440649
201210,臺中港,5349280,1429888,3919392,4784178,1313588,3470590,565102,116300,448802
201210,基隆港,2009092,449294,1559798,1554099,350381,1203718,454993,98913,356080
201210,臺北港,1309168,247637,1061531,1032024,121793,910231,277144,125844,151300
201210,花蓮港,854661,645917,208744,132807,29983,102824,721854,615934,105920
201210,蘇澳港,307407,109353,198054,229502,44253,185249,77905,65100,12805
201210,安平港,120102,56567,63535,104785,55700,49085,15317,867,14450
201211,國際商港,17562105,3893757,13668348,12885124,2573694,10311430,4676981,1320063,3356918
201211,高雄港,8399725,1279333,7120392,5714684,766906,4947778,2685041,512427,2172614
201211,臺中港,4731961,1379983,3351978,4135085,1234917,2900168,596876,145066,451810
201211,基隆港,1779746,404132,1375614,1359735,307660,1052075,420011,96472,323539
201211,臺北港,1156834,198665,958169,957928,134961,822967,198906,63704,135202
201211,花蓮港,1029636,500525,529111,352721,33350,319371,676915,467175,209740
201211,蘇澳港,373988,90700,283288,280375,56600,223775,93613,34100,59513
201211,安平港,90215,40419,49796,84596,39300,45296,5619,1119,4500
201212,國際商港,19652678,4010595,15642083,14851792,2759650,12092142,4800886,1250945,3549941
201212,高雄港,9319182,1377722,7941460,6402984,851026,5551958,2916198,526696,2389502
201212,臺中港,5892970,1587220,4305750,5317874,1456866,3861008,575096,130354,444742
201212,基隆港,1700063,324834,1375229,1282530,256000,1026530,417533,68834,348699
201212,臺北港,1405094,133414,1271680,1222334,90864,1131470,182760,42550,140210
201212,花蓮港,763605,509969,253636,157396,44210,113186,606209,465759,140450
201212,蘇澳港,458235,31184,427051,366065,18384,347681,92170,12800,79370
201212,安平港,113529,46252,67277,102609,42300,60309,10920,3952,6968
201301,國際商港,21526365,4717191,16809174,16164847,3062755,13102092,5361518,1654436,3707082
201301,高雄港,10840209,1655435,9184774,7707070,999955,6707115,3133139,655480,2477659
201301,臺中港,5446811,1513749,3933062,4840449,1390009,3450440,606362,123740,482622
201301,基隆港,1859976,397083,1462893,1438146,318353,1119793,421830,78730,343100
201301,臺北港,1583049,250160,1332889,1369490,179199,1190291,213559,70961,142598
201301,花蓮港,1147121,678150,468971,327801,23330,304471,819320,654820,164500
201301,蘇澳港,519534,174309,345225,368814,109309,259505,150720,65000,85720
201301,安平港,129665,48305,81360,113077,42600,70477,16588,5705,10883
201302,國際商港,16756430,3715047,13041383,12643298,2530678,10112620,4113132,1184369,2928763
201302,高雄港,8411375,1277538,7133837,5824226,776869,5047357,2587149,500669,2086480
201302,臺中港,5107516,1461472,3646044,4659498,1358205,3301293,448018,103267,344751
201302,基隆港,1229453,295844,933609,962346,251222,711124,267107,44622,222485
201302,臺北港,869397,81741,787656,719120,54820,664300,150277,26921,123356
201302,花蓮港,760640,515228,245412,183746,34584,149162,576894,480644,96250
201302,蘇澳港,281153,52578,228575,204960,26978,177982,76193,25600,50593
201302,安平港,96896,30646,66250,89402,28000,61402,7494,2646,4848
201303,國際商港,21248331,4207309,17041022,15654324,2649755,13004569,5594007,1557554,4036453
201303,高雄港,10640003,1452447,9187556,7312760,1020565,6292195,3327243,431882,2895361
201303,臺中港,5753806,1084854,4668952,5075208,921261,4153947,678598,163593,515005
201303,基隆港,1900288,497466,1402822,1455610,381535,1074075,444678,115931,328747
201303,臺北港,1486732,198770,1287962,1284136,151423,1132713,202596,47347,155249
201303,花蓮港,920334,791174,129160,117326,69806,47520,803008,721368,81640
201303,蘇澳港,431926,115565,316361,312232,47365,264867,119694,68200,51494
201303,安平港,115242,67033,48209,97052,57800,39252,18190,9233,8957
201304,國際商港,21982394,4575278,17407116,16894911,3102307,13792604,5087483,1472971,3614512
201304,高雄港,10671900,1399423,9272477,7837860,997454,6840406,2834040,401969,2432071
201304,臺中港,6280212,1657320,4622892,5716563,1503413,4213150,563649,153907,409742
201304,基隆港,1795757,497443,1298314,1347128,357140,989988,448629,140303,308326
201304,臺北港,1474163,175088,1299075,1272288,118563,1153725,201875,56525,145350
201304,花蓮港,1207048,731685,475363,372207,70435,301772,834841,661250,173591
201304,蘇澳港,472909,73281,399628,279603,15381,264222,193306,57900,135406
201304,安平港,80405,41038,39367,69262,39921,29341,11143,1117,10026
201305,國際商港,20632889,4288289,16344600,15383886,2854585,12529301,5249003,1433704,3815299
201305,高雄港,10118231,1540298,8577933,7061548,1168767,5892781,3056683,371531,2685152
201305,臺中港,5796909,1094704,4702205,5217164,950660,4266504,579745,144044,435701
201305,基隆港,1757439,480248,1277191,1286901,359677,927224,470538,120571,349967
201305,臺北港,1451837,249412,1202425,1237158,210318,1026840,214679,39094,175585
201305,花蓮港,1081108,791471,289637,283494,102763,180731,797614,688708,108906
201305,蘇澳港,335608,100350,235258,218616,33400,185216,116992,66950,50042
201305,安平港,91757,31806,59951,79005,29000,50005,12752,2806,9946
201306,國際商港,20958652,4627104,16331548,15449332,3293594,12155738,5509320,1333510,4175810
201306,高雄港,10181326,1387464,8793862,6848169,1069550,5778619,3333157,317914,3015243
201306,臺中港,5803994,1656829,4147165,5145152,1515654,3629498,658842,141175,517667
201306,基隆港,1738169,420057,1318112,1308951,343343,965608,429218,76714,352504
201306,臺北港,1511862,274707,1237155,1324037,237600,1086437,187825,37107,150718
201306,花蓮港,1201032,793550,407482,350187,53445,296742,850845,740105,110740
201306,蘇澳港,425923,43924,381999,395123,31124,363999,30800,12800,18000
201306,安平港,96346,50573,45773,77713,42878,34835,18633,7695,10938
201307,國際商港,19985752,4311688,15674064,14574897,2718305,11856592,5410855,1593383,3817472
201307,高雄港,9287100,1498995,7788105,6357560,1063644,5293916,2929540,435351,2494189
201307,臺中港,5516442,1214609,4301833,4927441,1055365,3872076,589001,159244,429757
201307,基隆港,1831652,511308,1320344,1359383,355450,1003933,472269,155858,316411
201307,臺北港,1540871,188223,1352648,1357353,143519,1213834,183518,44704,138814
201307,花蓮港,1139475,805887,333588,221481,55893,165588,917994,749994,168000
201307,蘇澳港,373401,59726,313675,277513,11726,265787,95888,48000,47888
201307,安平港,296811,32940,263871,74166,32708,41458,222645,232,222413
201308,國際商港,19429648,4378212,15051436,14211282,2794468,11416814,5218366,1583744,3634622
201308,高雄港,8976419,1595031,7381388,5981083,1073484,4907599,2995336,521547,2473789
201308,臺中港,5601271,1218232,4383039,4983680,1059428,3924252,617591,158804,458787
201308,基隆港,1871564,521912,1349652,1394732,391185,1003547,476832,130727,346105
201308,臺北港,1310404,168768,1141636,1113828,112945,1000883,196576,55823,140753
201308,花蓮港,1095261,711217,384044,317923,49579,268344,777338,661638,115700
201308,蘇澳港,472396,134723,337673,351416,80423,270993,120980,54300,66680
201308,安平港,102333,28329,74004,68620,27424,41196,33713,905,32808
201309,國際商港,19814239,4644420,15169819,14964329,3090077,11874252,4849910,1554343,3295567
201309,高雄港,8832447,1580917,7251530,6147114,1081318,5065796,2685333,499599,2185734
201309,臺中港,5979195,1478186,4501009,5338111,1338325,3999786,641084,139861,501223
201309,基隆港,1813981,515024,1298957,1383408,394409,988999,430573,120615,309958
201309,臺北港,1666948,170651,1496297,1499089,136307,1362782,167859,34344,133515
201309,花蓮港,1049532,787923,261609,216496,64387,152109,833036,723536,109500
201309,蘇澳港,380191,68982,311209,293455,34879,258576,86736,34103,52633
201309,安平港,91945,42737,49208,86656,40452,46204,5289,2285,3004
201310,國際商港,21368377,4416221,16952156,16369839,2751272,13618567,4998538,1664949,3333589
201310,高雄港,9649342,1474981,8174361,6755501,798799,5956702,2893841,676182,2217659
201310,臺中港,6559058,1393200,5165858,5945168,1228651,4716517,613890,164549,449341
201310,基隆港,1927527,432712,1494815,1505888,355781,1150107,421639,76931,344708
201310,臺北港,1522127,215701,1306426,1330151,157822,1172329,191976,57879,134097
201310,花蓮港,1144468,668970,475498,395722,52924,342798,748746,616046,132700
201310,蘇澳港,458083,180021,278062,339059,109197,229862,119024,70824,48200
201310,安平港,107772,50636,57136,98350,48098,50252,9422,2538,6884
201311,國際商港,19843379,4864450,14978929,14783819,3113192,11670627,5059560,1751258,3308302
201311,高雄港,8553111,1700161,6852950,5820080,1135360,4684720,2733031,564801,2168230
201311,臺中港,6253813,1519767,4734046,5600578,1369608,4230970,653235,150159,503076
201311,基隆港,1868482,584501,1283981,1385693,402814,982879,482789,181687,301102
201311,臺北港,1455936,156153,1299783,1258616,106887,1151729,197320,49266,148054
201311,花蓮港,1230946,820612,410334,321027,33552,287475,909919,787060,122859
201311,蘇澳港,394279,46172,348107,323512,29072,294440,70767,17100,53667
201311,安平港,86812,37084,49728,74313,35899,38414,12499,1185,11314
201312,國際商港,19919650,4832163,15087487,14793819,3027788,11766031,5125831,1804375,3321456
201312,高雄港,8872837,1374894,7497943,6006503,727285,5279218,2866334,647609,2218725
201312,臺中港,5985096,1744107,4240989,5316568,1592098,3724470,668528,152009,516519
201312,基隆港,1841831,592406,1249425,1393885,462006,931879,447946,130400,317546
201312,臺北港,1640739,168945,1471794,1452294,119072,1333222,188445,49873,138572
201312,花蓮港,1091824,809642,282182,250864,42042,208822,840960,767600,73360
201312,蘇澳港,382288,92506,289782,278888,37006,241882,103400,55500,47900
201312,安平港,105035,49663,55372,94817,48279,46538,10218,1384,8834
201401,國際商港,20453713,5103011,15350702,15368717,3510947,11857770,5084996,1592064,3492932
201401,高雄港,9520634,1538375,7982259,6474800,952852,5521948,3045834,585523,2460311
201401,臺中港,5999097,1898117,4100980,5425905,1779767,3646138,573192,118350,454842
201401,基隆港,1891379,571198,1320181,1529897,516418,1013479,361482,54780,306702
201401,臺北港,1457456,190270,1267186,1283047,145895,1137152,174409,44375,130034
201401,花蓮港,1149508,825683,323825,310601,42176,268425,838907,783507,55400
201401,蘇澳港,316348,21575,294773,240248,21575,218673,76100,0,76100
201401,安平港,119291,57793,61498,104219,52264,51955,15072,5529,9543
201402,國際商港,18892561,3959397,14933164,14457708,2602614,11855094,4434853,1356783,3078070
201402,高雄港,9359802,1476023,7883779,6797921,1004084,5793837,2561881,471939,2089942
201402,臺中港,5704856,1131359,4573497,5125360,1008656,4116704,579496,122703,456793
201402,基隆港,1289134,394536,894598,951372,330303,621069,337762,64233,273529
201402,臺北港,1093404,125742,967662,962887,103333,859554,130517,22409,108108
201402,花蓮港,917524,677948,239576,189378,51802,137576,728146,626146,102000
201402,蘇澳港,438552,123634,314918,349952,77734,272218,88600,45900,42700
201402,安平港,89289,30155,59134,80838,26702,54136,8451,3453,4998
201403,國際商港,23641068,5549403,18091665,17715294,3638830,14076464,5925774,1910573,4015201
201403,高雄港,11258194,2313885,8944309,7813555,1601949,6211606,3444639,711936,2732703
201403,臺中港,6916642,1314586,5602056,6267029,1180293,5086736,649613,134293,515320
201403,基隆港,2000280,636825,1363455,1476881,491997,984884,523399,144828,378571
201403,臺北港,1676242,252362,1423880,1496624,202457,1294167,179618,49905,129713
201403,花蓮港,1320540,883137,437403,326552,58209,268343,993988,824928,169060
201403,蘇澳港,369138,87803,281335,247184,49403,197781,121954,38400,83554
201403,安平港,100032,60805,39227,87469,54522,32947,12563,6283,6280
201404,國際商港,21851496,4906814,16944682,16161766,3204587,12957179,5689730,1702227,3987503
201404,高雄港,10349022,1798719,8550303,7029970,1154803,5875167,3319052,643916,2675136
201404,臺中港,6190895,1427987,4762908,5500618,1288479,4212139,690277,139508,550769
201404,基隆港,1940480,591451,1349029,1479687,452211,1027476,460793,139240,321553
201404,臺北港,1732608,194773,1537835,1547950,172466,1375484,184658,22307,162351
201404,花蓮港,1145965,754121,391844,251876,36232,215644,894089,717889,176200
201404,蘇澳港,390650,85152,305498,260191,46752,213439,130459,38400,92059
201404,安平港,101876,54611,47265,91474,53644,37830,10402,967,9435
201405,國際商港,20484928,4856595,15628333,15046321,3104449,11941872,5438607,1752146,3686461
201405,高雄港,9914641,1564722,8349919,6817932,976723,5841209,3096709,587999,2508710
201405,臺中港,5516562,1410702,4105860,4893670,1268672,3624998,622892,142030,480862
201405,基隆港,1950693,633386,1317307,1455420,469946,985474,495273,163440,331833
201405,臺北港,1473111,229500,1243611,1258209,189500,1068709,214902,40000,174902
201405,花蓮港,1135359,804462,330897,258836,54639,204197,876523,749823,126700
201405,蘇澳港,371651,157237,214414,257916,97637,160279,113735,59600,54135
201405,安平港,122911,56586,66325,104338,47332,57006,18573,9254,9319
201406,國際商港,22825536,4365042,18460494,17401868,2900124,14501744,5423668,1464918,3958750
201406,高雄港,10932927,1451975,9480952,7697787,944746,6753041,3235140,507229,2727911
201406,臺中港,6428140,1457842,4970298,5774222,1327596,4446626,653918,130246,523672
201406,臺北港,1890159,125191,1764968,1675063,78612,1596451,215096,46579,168517
201406,基隆港,1862660,507547,1355113,1434885,421754,1013131,427775,85793,341982
201406,花蓮港,1181665,712215,469450,354330,60650,293680,827335,651565,175770
201406,蘇澳港,457892,88467,369425,405588,46163,359425,52304,42304,10000
201406,安平港,72093,21805,50288,59993,20603,39390,12100,1202,10898
201407,國際商港,22109790,5154826,16954964,16673501,3466892,13206609,5436289,1687934,3748355
201407,高雄港,10505452,1969463,8535989,7373177,1436085,5937092,3132275,533378,2598897
201407,臺中港,6573158,1551141,5022017,5882891,1421220,4461671,690267,129921,560346
201407,基隆港,1742003,464016,1277987,1334200,382433,951767,407803,81583,326220
201407,臺北港,1590711,140648,1450063,1377839,79775,1298064,212872,60873,151999
201407,花蓮港,1105963,872323,233640,235653,46413,189240,870310,825910,44400
201407,蘇澳港,486272,107701,378571,380690,56943,323747,105582,50758,54824
201407,安平港,106231,49534,56697,89051,44023,45028,17180,5511,11669
201408,國際商港,21883873,4926412,16957461,16607757,3361446,13246311,5276116,1564966,3711150
201408,高雄港,10622800,1820825,8801975,7512293,1296183,6216110,3110507,524642,2585865
201408,臺中港,6155821,1460264,4695557,5540404,1348065,4192339,615417,112199,503218
201408,基隆港,1849576,529580,1319996,1416478,433745,982733,433098,95835,337263
201408,臺北港,1719633,229140,1490493,1508500,179190,1329310,211133,49950,161183
201408,花蓮港,1049545,748568,300977,248243,17566,230677,801302,731002,70300
201408,蘇澳港,393438,99715,293723,302751,57528,245223,90687,42187,48500
201408,安平港,93060,38320,54740,79088,29169,49919,13972,9151,4821
201409,國際商港,21283522,4509531,16773991,16317600,3080945,13236655,4965922,1428586,3537336
201409,高雄港,10311044,1285793,9025251,7306509,792209,6514300,3004535,493584,2510951
201409,臺中港,6010912,1569611,4441301,5472751,1473245,3999506,538161,96366,441795
201409,基隆港,1800281,491291,1308990,1441530,432012,1009518,358751,59279,299472
201409,臺北港,1548858,232189,1316669,1363969,200188,1163781,184889,32001,152888
201409,花蓮港,1112737,714851,397886,325044,43208,281836,787693,671643,116050
201409,蘇澳港,377449,173264,204185,302868,104483,198385,74581,68781,5800
201409,安平港,122241,42532,79709,104929,35600,69329,17312,6932,10380
201410,國際商港,20323143,4843264,15479879,15259427,3132042,12127385,5063716,1711222,3352494
201410,高雄港,9658844,1793698,7865146,6749293,1172721,5576572,2909551,620977,2288574
201410,臺中港,5710307,1253949,4456358,5120449,1134121,3986328,589858,119828,470030
201410,基隆港,1829312,578668,1250644,1406557,485967,920590,422755,92701,330054
201410,臺北港,1583479,242331,1341148,1398965,204055,1194910,184514,38276,146238
201410,花蓮港,1073309,799115,274194,236119,57925,178194,837190,741190,96000
201410,蘇澳港,368905,138353,230552,259755,42253,217502,109150,96100,13050
201410,安平港,98987,37150,61837,88289,35000,53289,10698,2150,8548
201411,國際商港,21610114,5467493,16142621,16346991,3813319,12533672,5263123,1654174,3608949
201411,高雄港,10254472,2124342,8130130,7257443,1526789,5730654,2997029,597553,2399476
201411,臺中港,6255964,1565487,4690477,5566045,1409726,4156319,689919,155761,534158
201411,基隆港,1690407,485226,1205181,1318778,417428,901350,371629,67798,303831
201411,臺北港,1645387,336371,1309016,1468371,296774,1171597,177016,39597,137419
201411,花蓮港,1138370,718364,420006,287656,33250,254406,850714,685114,165600
201411,蘇澳港,530737,194291,336446,374242,97891,276351,156495,96400,60095
201411,安平港,94777,43412,51365,74456,31461,42995,20321,11951,8370
201412,國際商港,20121482,4279586,15841896,15044228,2606369,12437859,5077254,1673217,3404037
201412,高雄港,10262980,1521890,8741090,7225962,963967,6261995,3037018,557923,2479095
201412,臺中港,4842968,943964,3899004,4235280,811612,3423668,607688,132352,475336
201412,基隆港,1766335,534909,1231426,1409482,455238,954244,356853,79671,277182
201412,臺北港,1585773,271329,1314444,1412604,211899,1200705,173169,59430,113739
201412,花蓮港,1058299,775547,282752,289077,49025,240052,769222,726522,42700
201412,蘇澳港,501509,180767,320742,392482,79267,313215,109027,101500,7527
201412,安平港,103618,51180,52438,79341,35361,43980,24277,15819,8458
201501,國際商港,23265726,5285902,17979824,18115238,3642713,14472525,5150488,1643189,3507299
201501,高雄港,10680478,1757323,8923155,7782288,1260993,6521295,2898190,496330,2401860
201501,臺中港,7527741,1752563,5775178,6850591,1610337,5240254,677150,142226,534924
201501,基隆港,1738765,503665,1235100,1371345,443194,928151,367420,60471,306949
201501,臺北港,1573477,269388,1304089,1380966,229267,1151699,192511,40121,152390
201501,花蓮港,1167222,835239,331983,280517,31684,248833,886705,803555,83150
201501,蘇澳港,429745,73438,356307,361195,20638,340557,68550,52800,15750
201501,安平港,148298,94286,54012,88336,46600,41736,59962,47686,12276
201502,國際商港,16973664,4004124,12969540,12806276,2674216,10132060,4167388,1329908,2837480
201502,高雄港,8116033,1483060,6632973,5624695,1005763,4618932,2491338,477297,2014041
201502,臺中港,5133041,1202697,3930344,4682021,1119552,3562469,451020,83145,367875
201502,臺北港,1266207,149549,1116658,1121824,135214,986610,144383,14335,130048
201502,基隆港,1155205,357410,797795,884419,302390,582029,270786,55020,215766
201502,花蓮港,922689,648798,273891,187272,9081,178191,735417,639717,95700
201502,蘇澳港,302518,130216,172302,232812,70416,162396,69706,59800,9906
201502,安平港,77971,32394,45577,73233,31800,41433,4738,594,4144
201503,國際商港,22613619,4870548,17743071,16988955,3200904,13788051,5624664,1669644,3955020
201503,高雄港,10814175,2126726,8687449,7499100,1543919,5955181,3315075,582807,2732268
201503,臺中港,6711077,1056119,5654958,6012756,920199,5092557,698321,135920,562401
201503,基隆港,1675632,458341,1217291,1292702,388450,904252,382930,69891,313039
201503,臺北港,1639020,242289,1396731,1418218,182545,1235673,220802,59744,161058
201503,花蓮港,1164539,744397,420142,305448,40306,265142,859091,704091,155000
201503,蘇澳港,504249,200232,304017,370185,86685,283500,134064,113547,20517
201503,安平港,104927,42444,62483,90546,38800,51746,14381,3644,10737
201504,國際商港,20353292,5020768,15332524,15240044,3452250,11787794,5113248,1568518,3544730
201504,高雄港,8909322,1623552,7285770,5855618,1037836,4817782,3053704,585716,2467988
201504,臺中港,6567298,1870601,4696697,5881921,1756098,4125823,685377,114503,570874
201504,臺北港,1729964,179408,1550556,1517026,132097,1384929,212938,47311,165627
201504,基隆港,1692851,527493,1165358,1370463,468207,902256,322388,59286,263102
201504,花蓮港,1024966,732674,292292,252571,18279,234292,772395,714395,58000
201504,蘇澳港,330139,50423,279716,272229,4523,267706,57910,45900,12010
201504,安平港,98752,36617,62135,90216,35210,55006,8536,1407,7129
201505,國際商港,20283236,5142386,15140850,14990409,3483521,11506888,5292827,1658865,3633962
201505,高雄港,9245864,1841068,7404796,6183304,1212653,4970651,3062560,628415,2434145
201505,臺中港,5876976,1611459,4265517,5155246,1505810,3649436,721730,105649,616081
201505,基隆港,1795385,497491,1297894,1421369,428385,992984,374016,69106,304910
201505,臺北港,1736774,248618,1488156,1504555,214470,1290085,232219,34148,198071
201505,花蓮港,1100511,788397,312114,298751,37637,261114,801760,750760,51000
201505,蘇澳港,444542,118184,326358,362396,49884,312512,82146,68300,13846
201505,安平港,83184,37169,46015,64788,34682,30106,18396,2487,15909
201506,國際商港,19352822,4688773,14664049,14740063,3268982,11471081,4612759,1419791,3192968
201506,高雄港,8243445,1661648,6581797,5528359,1152507,4375852,2715086,509141,2205945
201506,臺中港,6577604,1475776,5101828,5962547,1361418,4601129,615057,114358,500699
201506,基隆港,1636691,560355,1076336,1334736,494335,840401,301955,66020,235935
201506,臺北港,1550205,149131,1401074,1349862,115654,1234208,200343,33477,166866
201506,花蓮港,938000,675857,262143,247566,59023,188543,690434,616834,73600
201506,蘇澳港,345351,131945,213406,296379,86045,210334,48972,45900,3072
201506,安平港,61526,34061,27465,20614,0,20614,40912,34061,6851
201507,國際商港,19134604,4653043,14481561,14352533,3144051,11208482,4782071,1508992,3273079
201507,高雄港,9312014,1673062,7638952,6440473,1045862,5394611,2871541,627200,2244341
201507,臺中港,4935705,1383509,3552196,4379463,1285812,3093651,556242,97697,458545
201507,基隆港,1833636,608989,1224647,1516370,545044,971326,317266,63945,253321
201507,臺北港,1402366,124389,1277977,1197890,98235,1099655,204476,26154,178322
201507,花蓮港,1064913,709795,355118,289517,48899,240618,775396,660896,114500
201507,蘇澳港,495429,116837,378592,451504,83737,367767,43925,33100,10825
201507,安平港,90541,36462,54079,77316,36462,40854,13225,0,13225
201508,國際商港,20917125,4608465,16308660,16252047,3262094,12989953,4665078,1346371,3318707
201508,高雄港,9221575,1498324,7723251,6450379,1003056,5447323,2771196,495268,2275928
201508,臺中港,6956036,1725459,5230577,6364600,1625370,4739230,591436,100089,491347
201508,基隆港,1661907,478904,1183003,1350758,413060,937698,311149,65844,245305
201508,臺北港,1632737,191779,1440958,1416489,139022,1277467,216248,52757,163491
201508,花蓮港,931122,587090,344032,241609,10577,231032,689513,576513,113000
201508,蘇澳港,435318,102509,332809,363245,46609,316636,72073,55900,16173
201508,安平港,78430,24400,54030,64967,24400,40567,13463,0,13463
201509,國際商港,19260208,4182763,15077445,14556357,2789202,11767155,4703851,1393561,3310290
201509,高雄港,9303314,1417274,7886040,6462596,903189,5559407,2840718,514085,2326633
201509,臺中港,5567554,1204271,4363283,4956186,1107756,3848430,611368,96515,514853
201509,臺北港,1574757,190796,1383961,1351853,136476,1215377,222904,54320,168584
201509,基隆港,1547372,541559,1005813,1259445,471917,787528,287927,69642,218285
201509,花蓮港,855520,615923,239597,223596,57999,165597,631924,557924,74000
201509,蘇澳港,325992,175040,150952,221917,73965,147952,104075,101075,3000
201509,安平港,85699,37900,47799,80764,37900,42864,4935,0,4935
201510,國際商港,19896177,4858473,15037704,14930176,3305967,11624209,4966001,1552506,3413495
201510,高雄港,9188469,1782149,7406320,6221478,1200238,5021240,2966991,581911,2385080
201510,臺中港,5946370,1411307,4535063,5244612,1253437,3991175,701758,157870,543888
201510,臺北港,1649938,299939,1349999,1431579,246275,1185304,218359,53664,164695
201510,基隆港,1575966,550957,1025009,1236742,478396,758346,339224,72561,266663
201510,花蓮港,935831,663570,272261,276431,38670,237761,659400,624900,34500
201510,蘇澳港,499164,112351,386813,423896,50751,373145,75268,61600,13668
201510,安平港,100439,38200,62239,95438,38200,57238,5001,0,5001
201511,國際商港,19613646,4871898,14741748,14889219,3362428,11526791,4724427,1509470,3214957
201511,高雄港,9161768,1677180,7484588,6382075,1165749,5216326,2779693,511431,2268262
201511,臺中港,6181643,1574544,4607099,5543877,1455055,4088822,637766,119489,518277
201511,臺北港,1492978,235094,1257884,1270046,173935,1096111,222932,61159,161773
201511,基隆港,1431617,528107,903510,1139664,445162,694502,291953,82945,209008
201511,花蓮港,935266,732746,202520,199646,36126,163520,735620,696620,39000
201511,蘇澳港,335246,84401,250845,287825,46801,241024,47421,37600,9821
201511,安平港,75128,39826,35302,66086,39600,26486,9042,226,8816
201512,國際商港,19017194,4668339,14348855,14214019,3163252,11050767,4803175,1505087,3298088
