年月,港口別,Total,國輪合計,外輪合計,進港合計,進港國輪,進港外輪,出港合計,出港國輪,出港外輪
200409,蘇澳港,511177,145610,365567,286948,53495,233453,224229,92115,132114
200409,安平港,377553,54894,322659,370297,50263,320034,7256,4631,2625
200410,國際商港,23796173,7008397,16787776,17238916,4070727,13168189,6557257,2937670,3619587
200410,高雄港,13531464,3231413,10300051,9765329,1890365,7874964,3766135,1341048,2425087
200410,臺中港,4098709,769988,3328721,3600824,675649,2925175,497885,94339,403546
200410,基隆港,3051180,845398,2205782,2416528,785887,1630641,634652,59511,575141
200410,花蓮港,1723841,1444010,279831,177562,42830,134732,1546279,1401180,145099
200410,臺北港,611469,597872,13597,610794,597197,13597,675,675,0
200410,安平港,395666,67198,328468,389695,62761,326934,5971,4437,1534
200410,蘇澳港,383844,52518,331326,278184,16038,262146,105660,36480,69180
200411,國際商港,22344003,7520019,14823984,15626990,4425071,11201919,6717013,3094948,3622065
200411,高雄港,12053515,2770723,9282792,8414849,1450791,6964058,3638666,1319932,2318734
200411,臺中港,3581295,1242025,2339270,3003949,1143615,1860334,577346,98410,478936
200411,基隆港,3149332,1070864,2078468,2519765,1019079,1500686,629567,51785,577782
200411,花蓮港,1932748,1600112,332636,291864,25380,266484,1640884,1574732,66152
200411,臺北港,682062,667310,14752,680874,666122,14752,1188,1188,0
200411,蘇澳港,551721,99853,451868,325914,54503,271411,225807,45350,180457
200411,安平港,393330,69132,324198,389775,65581,324194,3555,3551,4
200412,國際商港,23449983,7961245,15488738,17016622,4949141,12067481,6433361,3012104,3421257
200412,高雄港,12197971,2925684,9272287,8703236,1735327,6967909,3494735,1190357,2304378
200412,臺中港,4645762,1409126,3236636,4212745,1322596,2890149,433017,86530,346487
200412,基隆港,3172568,1081498,2091070,2602910,1030447,1572463,569658,51051,518607
200412,花蓮港,1998697,1725724,272973,206718,80463,126255,1791979,1645261,146718
200412,臺北港,693249,677499,15750,691677,675927,15750,1572,1572,0
200412,蘇澳港,436229,93077,343152,300814,59527,241287,135415,33550,101865
200412,安平港,305507,48637,256870,298522,44854,253668,6985,3783,3202
200501,國際商港,25895078,8036596,17858482,18883259,4812648,14070611,7011819,3223948,3787871
200501,高雄港,14028995,3133767,10895228,10165139,1836887,8328252,3863856,1296880,2566976
200501,臺中港,4697221,1336992,3360229,4187925,1241614,2946311,509296,95378,413918
200501,基隆港,3156774,921202,2235572,2503748,844344,1659404,653026,76858,576168
200501,花蓮港,2174154,1723821,450333,389993,33647,356346,1784161,1690174,93987
200501,臺北港,749835,726174,23661,748782,725121,23661,1053,1053,0
200501,蘇澳港,628987,115269,513718,436106,55189,380917,192881,60080,132801
200501,安平港,459112,79371,379741,451566,75846,375720,7546,3525,4021
200502,國際商港,18258372,6093079,12165293,12919709,3738732,9180977,5338663,2354347,2984316
200502,高雄港,9582836,2418242,7164594,6515483,1445185,5070298,3067353,973057,2094296
200502,臺中港,3717957,1030866,2687091,3367094,948681,2418413,350863,82185,268678
200502,基隆港,2146986,682406,1464580,1725637,643341,1082296,421349,39065,382284
200502,花蓮港,1433496,1240323,193173,191683,88510,103173,1241813,1151813,90000
200502,臺北港,571548,535333,36215,570946,534731,36215,602,602,0
200502,蘇澳港,544765,142186,402579,291894,36176,255718,252871,106010,146861
200502,安平港,260784,43723,217061,256972,42108,214864,3812,1615,2197
200503,國際商港,23481416,7231757,16249659,16757340,4424589,12332751,6724076,2807168,3916908
200503,高雄港,13218971,3327919,9891052,9399171,2120960,7278211,3819800,1206959,2612841
200503,臺中港,4222626,1092624,3130002,3715744,997535,2718209,506882,95089,411793
200503,基隆港,3165302,757394,2407908,2508119,704475,1803644,657183,52919,604264
200503,花蓮港,1703273,1397818,305455,166090,26584,139506,1537183,1371234,165949
200503,臺北港,514502,477220,37282,513341,476086,37255,1161,1134,27
200503,安平港,423107,62597,360510,414190,58264,355926,8917,4333,4584
200503,蘇澳港,233635,116185,117450,40685,40685,0,192950,75500,117450
200504,國際商港,22747901,7099379,15648522,16437067,4404853,12032214,6310834,2694526,3616308
200504,高雄港,11931546,2966943,8964603,8507027,1926578,6580449,3424519,1040365,2384154
200504,臺中港,3730216,984904,2745312,3328575,903122,2425453,401641,81782,319859
200504,基隆港,3164008,756778,2407230,2515765,689725,1826040,648243,67053,581190
200504,花蓮港,1897165,1580419,316746,313777,126399,187378,1583388,1454020,129368
200504,蘇澳港,907812,125353,782459,663434,79698,583736,244378,45655,198723
200504,臺北港,669708,615163,54545,666942,612623,54319,2766,2540,226
200504,安平港,447446,69819,377627,441547,66708,374839,5899,3111,2788
200505,國際商港,23922944,7010474,16912470,17022135,4028758,12993377,6900809,2981716,3919093
200505,高雄港,12759499,2808219,9951280,9000078,1676212,7323866,3759421,1132007,2627414
200505,臺中港,4422758,862975,3559783,3955102,765807,3189295,467656,97168,370488
200505,基隆港,3105697,859867,2245830,2391319,773312,1618007,714378,86555,627823
200505,花蓮港,1976563,1602664,373899,210446,7094,203352,1766117,1595570,170547
200505,臺北港,790340,716520,73820,788689,715089,73600,1651,1431,220
200505,安平港,489903,58488,431415,485101,56053,429048,4802,2435,2367
200505,蘇澳港,378184,101741,276443,191400,35191,156209,186784,66550,120234
200506,國際商港,23315890,6951601,16364289,16410246,4156646,12253600,6905644,2794955,4110689
200506,高雄港,12248572,2770598,9477974,8308483,1730881,6577602,3940089,1039717,2900372
200506,臺中港,4287561,950933,3336628,3790526,851119,2939407,497035,99814,397221
200506,基隆港,3540493,894430,2646063,2854538,778860,2075678,685955,115570,570385
200506,花蓮港,1868128,1520689,347439,307919,63453,244466,1560209,1457236,102973
200506,臺北港,719466,658140,61326,718399,657114,61285,1067,1026,41
200506,安平港,402306,43870,358436,395840,40678,355162,6466,3192,3274
200506,蘇澳港,249364,112941,136423,34541,34541,0,214823,78400,136423
200507,國際商港,21591765,7194191,14397574,15215550,4571638,10643912,6376215,2622553,3753662
200507,高雄港,11385580,3078055,8307525,7919877,2121742,5798135,3465703,956313,2509390
200507,臺中港,3941354,1021096,2920258,3464212,922154,2542058,477142,98942,378200
200507,基隆港,2968867,820259,2148608,2332351,726713,1605638,636516,93546,542970
200507,花蓮港,1694815,1496136,198679,179055,106731,72324,1515760,1389405,126355
200507,臺北港,688885,578257,110628,687237,576934,110303,1648,1323,325
200507,蘇澳港,556954,134273,422681,283639,54633,229006,273315,79640,193675
200507,安平港,355310,66115,289195,349179,62731,286448,6131,3384,2747
200508,國際商港,20781525,6345994,14435531,14438666,3542139,10896527,6342859,2803855,3539004
200508,高雄港,9973394,2250849,7722545,6513873,1088849,5425024,3459521,1162000,2297521
200508,臺中港,4123423,913138,3210285,3675076,824929,2850147,448347,88209,360138
200508,基隆港,3270389,975665,2294724,2642454,896853,1745601,627935,78812,549123
200508,花蓮港,1842002,1503055,338947,290439,89953,200486,1551563,1413102,138461
200508,臺北港,713904,538514,175390,712008,537326,174682,1896,1188,708
200508,蘇澳港,666167,109064,557103,418730,51664,367066,247437,57400,190037
200508,安平港,192246,55709,136537,186086,52565,133521,6160,3144,3016
200509,國際商港,21529687,6701487,14828200,15115064,3872438,11242626,6414623,2829049,3585574
200509,高雄港,10773872,2616248,8157624,7155134,1470672,5684462,3618738,1145576,2473162
200509,臺中港,3979552,850198,3129354,3554267,774979,2779288,425285,75219,350066
200509,基隆港,3428138,963986,2464152,2787776,880514,1907262,640362,83472,556890
200509,花蓮港,1625696,1531092,94604,106260,86756,19504,1519436,1444336,75100
200509,臺北港,867631,530564,337067,864996,528059,336937,2635,2505,130
200509,蘇澳港,686026,136227,549799,482448,60127,422321,203578,76100,127478
200509,安平港,168772,73172,95600,164183,71331,92852,4589,1841,2748
200510,國際商港,21904141,6402198,15501943,15272606,3630662,11641944,6631535,2771536,3859999
200510,高雄港,10808959,2708993,8099966,6996400,1424299,5572101,3812559,1284694,2527865
200510,臺中港,4705781,733446,3972335,4264487,642999,3621488,441294,90447,350847
200510,基隆港,3298442,989040,2309402,2592865,905955,1686910,705577,83085,622492
200510,花蓮港,1544311,1266194,278117,137322,64581,72741,1406989,1201613,205376
200510,臺北港,878446,478046,400400,877123,476750,400373,1323,1296,27
200510,蘇澳港,556348,172129,384219,302079,66829,235250,254269,105300,148969
200510,安平港,111854,54350,57504,102330,49249,53081,9524,5101,4423
200511,國際商港,21252637,7403685,13848952,14589528,4493277,10096251,6663109,2910408,3752701
200511,高雄港,10194816,2787227,7407589,6568921,1641812,4927109,3625895,1145415,2480480
200511,臺中港,4558415,1240096,3318319,4090995,1174868,2916127,467420,65228,402192
200511,基隆港,3177044,1050550,2126494,2467931,954864,1513067,709113,95686,613427
200511,花蓮港,1710892,1532291,178601,94852,24157,70695,1616040,1508134,107906
200511,臺北港,999824,575072,424752,997649,573155,424494,2175,1917,258
200511,蘇澳港,474993,122098,352895,239155,31698,207457,235838,90400,145438
200511,安平港,136653,96351,40302,130025,92723,37302,6628,3628,3000
200512,國際商港,21169141,6959782,14209359,14600710,4017007,10583703,6568431,2942775,3625656
200512,高雄港,11013291,2714289,8299002,7325990,1484140,5841850,3687301,1230149,2457152
200512,臺中港,3869933,959872,2910061,3413722,857012,2556710,456211,102860,353351
200512,基隆港,2966252,1025892,1940360,2318821,930715,1388106,647431,95177,552254
200512,花蓮港,1751618,1563635,187983,144643,109160,35483,1606975,1454475,152500
200512,臺北港,971206,481487,489719,969133,479678,489455,2073,1809,264
200512,蘇澳港,488378,129701,358677,326200,74471,251729,162178,55230,106948
200512,安平港,108463,84906,23557,102201,81831,20370,6262,3075,3187
200601,國際商港,19640822,6379493,13261329,13693617,3619298,10074319,5947205,2760195,3187010
200601,高雄港,9621814,2325908,7295906,6447654,1249167,5198487,3174160,1076741,2097419
200601,臺中港,3571657,857483,2714174,3111557,775360,2336197,460100,82123,377977
200601,基隆港,3098089,1014605,2083484,2507312,925579,1581733,590777,89026,501751
200601,花蓮港,1602684,1487254,115430,69142,41577,27565,1533542,1445677,87865
200601,臺北港,1057093,523429,533664,1051250,517586,533664,5843,5843,0
200601,蘇澳港,485786,102728,383058,311026,45128,265898,174760,57600,117160
200601,安平港,203699,68086,135613,195676,64901,130775,8023,3185,4838
200602,國際商港,19943594,5903265,14040329,13918974,3405102,10513872,6024620,2498163,3526457
200602,高雄港,10713940,2318524,8395416,7258424,1162985,6095439,3455516,1155539,2299977
200602,臺中港,3736392,874131,2862261,3306376,808801,2497575,430016,65330,364686
200602,基隆港,2547537,798332,1749205,1990150,758609,1231541,557387,39723,517664
200602,花蓮港,1515877,1277077,238800,205722,124312,81410,1310155,1152765,157390
200602,臺北港,761583,441189,320394,744241,423847,320394,17342,17342,0
200602,蘇澳港,444878,126670,318208,196068,61570,134498,248810,65100,183710
200602,安平港,223387,67342,156045,217993,64978,153015,5394,2364,3030
200603,國際商港,22606613,7146154,15460459,15996045,4146213,11849832,6610568,2999941,3610627
200603,高雄港,10952636,2895669,8056967,7299116,1619836,5679280,3653520,1275833,2377687
200603,臺中港,5040489,1043502,3996987,4564795,970036,3594759,475694,73466,402228
200603,基隆港,2915391,870120,2045271,2256585,800016,1456569,658806,70104,588702
200603,花蓮港,1656748,1559328,97420,79510,36776,42734,1577238,1522552,54686
200603,臺北港,1111713,553955,557758,1097926,540295,557631,13787,13660,127
200603,蘇澳港,743700,146719,596981,519750,106919,412831,223950,39800,184150
200603,安平港,185936,76861,109075,178363,72335,106028,7573,4526,3047
200604,國際商港,22111708,5871288,16240420,15533586,3246085,12287501,6578122,2625203,3952919
200604,高雄港,11318481,2296897,9021584,7476721,1063080,6413641,3841760,1233817,2607943
200604,臺中港,4509376,851979,3657397,4035218,785006,3250212,474158,66973,407185
200604,基隆港,3085184,778767,2306417,2419974,703854,1716120,665210,74913,590297
200604,花蓮港,1462063,1219988,242075,115836,57059,58777,1346227,1162929,183298
200604,臺北港,1021763,486902,534861,998739,463958,534781,23024,22944,80
200604,蘇澳港,471943,165706,306237,249913,103806,146107,222030,61900,160130
200604,安平港,242898,71049,171849,237185,69322,167863,5713,1727,3986
200605,國際商港,24388210,6739030,17649180,17426810,3915079,13511731,6961400,2823951,4137449
200605,高雄港,12905705,2863067,10042638,8735010,1552613,7182397,4170695,1310454,2860241
200605,臺中港,4945671,944558,4001113,4478373,869695,3608678,467298,74863,392435
200605,基隆港,3066547,861135,2205412,2397989,804608,1593381,668558,56527,612031
200605,花蓮港,1534531,1320599,213932,105559,41168,64391,1428972,1279431,149541
200605,臺北港,1221844,555928,665916,1204959,539819,665140,16885,16109,776
200605,蘇澳港,476525,121718,354807,269926,37448,232478,206599,84270,122329
200605,安平港,237387,72025,165362,234994,69728,165266,2393,2297,96
200606,國際商港,22191611,6229243,15962368,15947658,3798489,12149169,6243953,2430754,3813199
200606,高雄港,11352290,2596548,8755742,7774899,1542705,6232194,3577391,1053843,2523548
200606,臺中港,4766075,981782,3784293,4293890,909964,3383926,472185,71818,400367
200606,基隆港,2863020,773937,2089083,2236135,691436,1544699,626885,82501,544384
200606,花蓮港,1496093,1243482,252611,140658,71671,68987,1355435,1171811,183624
200606,臺北港,1061702,532890,528812,1036056,508940,527116,25646,23950,1696
200606,蘇澳港,379189,52807,326382,195509,28707,166802,183680,24100,159580
200606,安平港,273242,47797,225445,270511,45066,225445,2731,2731,0
200607,國際商港,21930859,6004496,15926363,15341613,3725969,11615644,6589246,2278527,4310719
200607,高雄港,11651815,2449635,9202180,7843721,1542286,6301435,3808094,907349,2900745
200607,臺中港,3677205,855770,2821435,3212350,798569,2413781,464855,57201,407654
200607,基隆港,3081117,810679,2270438,2442149,745306,1696843,638968,65373,573595
200607,花蓮港,1535975,1158986,376989,171552,20031,151521,1364423,1138955,225468
200607,臺北港,1226830,543148,683682,1187434,505230,682204,39396,37918,1478
200607,蘇澳港,518442,133055,385387,248897,62815,186082,269545,70240,199305
200607,安平港,239475,53223,186252,235510,51732,183778,3965,1491,2474
200608,國際商港,24458279,6397987,18060292,17778988,3735983,14043005,6679291,2662004,4017287
200608,高雄港,12862330,2520665,10341665,8985631,1294378,7691253,3876699,1226287,2650412
200608,臺中港,5274000,1033107,4240893,4757848,986591,3771257,516152,46516,469636
200608,基隆港,2924261,849144,2075117,2272479,783282,1489197,651782,65862,585920
200608,花蓮港,1518045,1266247,251798,105868,34498,71370,1412177,1231749,180428
200608,臺北港,1113287,546551,566736,1096748,531177,565571,16539,15374,1165
200608,蘇澳港,570140,127482,442658,372130,56082,316048,198010,71400,126610
200608,安平港,196216,54791,141425,188284,49975,138309,7932,4816,3116
200609,國際商港,23037508,6277119,16760389,16624545,3723106,12901439,6412963,2554013,3858950
200609,高雄港,12026854,2674629,9352225,8284674,1543368,6741306,3742180,1131261,2610919
200609,臺中港,3881982,771344,3110638,3490433,720771,2769662,391549,50573,340976
200609,基隆港,2853759,791639,2062120,2161223,651715,1509508,692536,139924,552612
200609,花蓮港,1725305,1208050,517255,403010,85773,317237,1322295,1122277,200018
200609,臺北港,1152483,561081,591402,1125265,537359,587906,27218,23722,3496
200609,安平港,792978,56032,736946,786094,52176,733918,6884,3856,3028
200609,蘇澳港,604147,214344,389803,373846,131944,241902,230301,82400,147901
200610,國際商港,21582702,6250777,15331925,15083873,3485265,11598608,6498829,2765512,3733317
200610,高雄港,10919483,2498621,8420862,7165813,1250028,5915785,3753670,1248593,2505077
200610,臺中港,4384485,837674,3546811,3948812,796559,3152253,435673,41115,394558
200610,基隆港,2870280,757065,2113215,2276324,718113,1558211,593956,38952,555004
200610,花蓮港,1578896,1335511,243385,78422,37213,41209,1500474,1298298,202176
200610,臺北港,1183429,572649,610780,1160533,551710,608823,22896,20939,1957
200610,蘇澳港,437781,161485,276296,252431,46935,205496,185350,114550,70800
200610,安平港,208348,87772,120576,201538,84707,116831,6810,3065,3745
200611,國際商港,22008865,5729369,16279496,15799886,3215279,12584607,6208979,2514090,3694889
200611,高雄港,10356898,2118051,8238847,6868415,1076850,5791565,3488483,1041201,2447282
200611,臺中港,5318848,796524,4522324,4824357,749408,4074949,494491,47116,447375
200611,基隆港,3051468,829343,2222125,2354353,704956,1649397,697115,124387,572728
200611,花蓮港,1510358,1231180,279178,120081,38831,81250,1390277,1192349,197928
200611,臺北港,1152105,550917,601188,1138748,538906,599842,13357,12011,1346
200611,蘇澳港,382170,145333,236837,260720,50783,209937,121450,94550,26900
200611,安平港,237018,58021,178997,233212,55545,177667,3806,2476,1330
200612,國際商港,20303182,5584457,14718725,14033817,3089385,10944432,6269365,2495072,3774293
200612,高雄港,10399767,2468539,7931228,6624615,1180845,5443770,3775152,1287694,2487458
200612,臺中港,4295334,703878,3591456,3846169,650159,3196010,449165,53719,395446
200612,基隆港,2550654,687095,1863559,1896474,616833,1279641,654180,70262,583918
200612,花蓮港,1224065,1053328,170737,74698,33896,40802,1149367,1019432,129935
200612,臺北港,912793,512662,400131,894802,495505,399297,17991,17157,834
200612,蘇澳港,668796,91234,577562,451148,47504,403644,217648,43730,173918
200612,安平港,251773,67721,184052,245911,64643,181268,5862,3078,2784
200701,國際商港,25614886,6102886,19512000,18989259,3476897,15512362,6625627,2625989,3999638
200701,高雄港,13569378,2534588,11034790,9822461,1406534,8415927,3746917,1128054,2618863
200701,臺中港,4489499,803237,3686262,4002491,727620,3274871,487008,75617,411391
200701,基隆港,2949580,744343,2205237,2215014,614932,1600082,734566,129411,605155
200701,花蓮港,1772130,1272242,499888,315052,73624,241428,1457078,1198618,258460
200701,臺北港,1296086,597816,698270,1280893,583588,697305,15193,14228,965
200701,安平港,979374,52753,926621,973927,50967,922960,5447,1786,3661
200701,蘇澳港,558839,97907,460932,379421,19632,359789,179418,78275,101143
200702,國際商港,19163162,4972927,14190235,14041393,2959046,11082347,5121769,2013881,3107888
200702,高雄港,10442295,2283462,8158833,7383360,1311219,6072141,3058935,972243,2086692
200702,臺中港,3476072,525237,2950835,3147485,480700,2666785,328587,44537,284050
200702,基隆港,2126473,720780,1405693,1677655,664461,1013194,448818,56319,392499
200702,花蓮港,1307751,899051,408700,251425,31395,220030,1056326,867656,188670
200702,臺北港,924522,394602,529920,907234,377739,529495,17288,16863,425
200702,安平港,472327,43613,428714,464167,40280,423887,8160,3333,4827
200702,蘇澳港,413722,106182,307540,210067,53252,156815,203655,52930,150725
200703,國際商港,22798535,5720615,17077920,16224970,3155571,13069399,6573565,2565044,4008521
200703,高雄港,12123642,2153710,9969932,8422881,1065633,7357248,3700761,1088077,2612684
200703,臺中港,4200166,836304,3363862,3702980,784414,2918566,497186,51890,445296
200703,基隆港,2706806,662518,2044288,1969829,578532,1391297,736977,83986,652991
200703,花蓮港,1683551,1290879,392672,237075,58313,178762,1446476,1232566,213910
200703,臺北港,915804,578021,337783,904905,567627,337278,10899,10394,505
200703,安平港,733516,56941,676575,718460,54470,663990,15056,2471,12585
200703,蘇澳港,435050,142242,292808,268840,46582,222258,166210,95660,70550
200704,國際商港,24342960,6743025,17599935,17293402,4016244,13277158,7049558,2726781,4322777
200704,高雄港,14109581,2868637,11240944,10217075,1756530,8460545,3892506,1112107,2780399
200704,臺中港,3853998,976801,2877197,3313729,862143,2451586,540269,114658,425611
200704,基隆港,2551748,754954,1796794,1853775,661320,1192455,697973,93634,604339
200704,花蓮港,1908366,1330130,578236,335366,56460,278906,1573000,1273670,299330
200704,臺北港,713889,604378,109511,700841,591925,108916,13048,12453,595
200704,蘇澳港,692453,154560,537893,366846,36581,330265,325607,117979,207628
200704,安平港,512925,53565,459360,505770,51285,454485,7155,2280,4875
200705,國際商港,22829718,6684236,16145482,15849252,3842407,12006845,6980466,2841829,4138637
200705,高雄港,12298900,2818982,9479918,8389159,1667402,6721757,3909741,1151580,2758161
200705,臺中港,4439781,723672,3716109,3914630,634272,3280358,525151,89400,435751
200705,基隆港,2633526,895139,1738387,1935115,814207,1120908,698411,80932,617479
200705,花蓮港,1653685,1385798,267887,73250,22028,51222,1580435,1363770,216665
200705,臺北港,930782,615968,314814,893888,579935,313953,36894,36033,861
200705,安平港,503313,48077,455236,489828,45637,444191,13485,2440,11045
200705,蘇澳港,369731,196600,173131,153382,78926,74456,216349,117674,98675
200706,國際商港,22386185,6040427,16345758,15866284,3610918,12255366,6519901,2429509,4090392
200706,高雄港,12404417,2928428,9475989,8593960,1872642,6721318,3810457,1055786,2754671
200706,臺中港,4165715,527669,3638046,3673407,455006,3218401,492308,72663,419645
200706,基隆港,2469705,662757,1806948,1797227,588518,1208709,672478,74239,598239
200706,花蓮港,1459851,1115490,344361,212859,15353,197506,1246992,1100137,146855
200706,臺北港,942812,607826,334986,933130,598906,334224,9682,8920,762
200706,蘇澳港,502239,178499,323740,231814,64074,167740,270425,114425,156000
200706,安平港,441446,19758,421688,423887,16419,407468,17559,3339,14220
200707,國際商港,24305954,5955045,18350909,17602936,3605706,13997230,6703018,2349339,4353679
200707,高雄港,12453386,2243382,10210004,8651470,1269156,7382314,3801916,974226,2827690
200707,臺中港,5511777,1014269,4497508,4877297,960146,3917151,634480,54123,580357
200707,基隆港,2668126,731904,1936222,2000391,682855,1317536,667735,49049,618686
200707,花蓮港,1570990,1220907,350083,251643,69272,182371,1319347,1151635,167712
200707,臺北港,985993,560201,425792,971244,546596,424648,14749,13605,1144
200707,蘇澳港,623114,150514,472600,368025,46715,321310,255089,103799,151290
200707,安平港,492568,33868,458700,482866,30966,451900,9702,2902,6800
200708,國際商港,22235644,5688871,16546773,15925165,3599384,12325781,6310479,2089487,4220992
200708,高雄港,12229281,2568827,9660454,8412596,1643732,6768864,3816685,925095,2891590
200708,臺中港,4580699,855600,3725099,4100382,791888,3308494,480317,63712,416605
200708,基隆港,2409895,703160,1706735,1747940,615796,1132144,661955,87364,574591
200708,花蓮港,1490143,990258,499885,312397,40052,272345,1177746,950206,227540
200708,臺北港,838169,447673,390496,834373,444676,389697,3796,2997,799
200708,安平港,355960,3071,352889,342049,887,341162,13911,2184,11727
200708,蘇澳港,331497,120282,211215,175428,62353,113075,156069,57929,98140
200709,國際商港,23252185,5682940,17569245,16710957,3144726,13566231,6541228,2538214,4003014
200709,高雄港,12831588,2804080,10027508,8856991,1528276,7328715,3974597,1275804,2698793
200709,臺中港,4388345,563165,3825180,3879925,499690,3380235,508420,63475,444945
200709,基隆港,2661091,727935,1933156,1981305,640210,1341095,679786,87725,592061
200709,花蓮港,1458727,1074205,384522,312355,47434,264921,1146372,1026771,119601
200709,臺北港,937542,384471,553071,919399,367481,551918,18143,16990,1153
200709,蘇澳港,510816,116717,394099,310445,51891,258554,200371,64826,135545
200709,安平港,464076,12367,451709,450537,9744,440793,13539,2623,10916
200710,國際商港,22356715,5340392,17016323,15543548,2890164,12653384,6813167,2450228,4362939
200710,高雄港,11805843,2116148,9689695,7728931,963480,6765451,4076912,1152668,2924244
200710,臺中港,4701020,881887,3819133,4169069,831188,3337881,531951,50699,481252
200710,基隆港,2604702,816138,1788564,1902287,717835,1184452,702415,98303,604112
200710,花蓮港,1528770,1060649,468121,247175,40228,206947,1281595,1020421,261174
200710,臺北港,720232,250513,469719,701844,232791,469053,18388,17722,666
200710,蘇澳港,555041,194564,360477,368495,88351,280144,186546,106213,80333
200710,安平港,441107,20493,420614,425747,16291,409456,15360,4202,11158
200711,國際商港,21574374,5476604,16097770,15336274,3083845,12252429,6238100,2392759,3845341
200711,高雄港,11707698,2412153,9295545,7985091,1215627,6769464,3722607,1196526,2526081
200711,臺中港,4731609,905476,3826133,4226435,837392,3389043,505174,68084,437090
200711,基隆港,2369832,770288,1599544,1719456,701501,1017955,650376,68787,581589
200711,花蓮港,1351323,946729,404594,222491,27316,195175,1128832,919413,209419
200711,臺北港,679200,269161,410039,634189,229472,404717,45011,39689,5322
200711,蘇澳港,499476,156075,343401,322285,58399,263886,177191,97676,79515
200711,安平港,235236,16722,218514,226327,14138,212189,8909,2584,6325
200712,國際商港,23290875,6133051,17157824,16464401,3494242,12970159,6826474,2638809,4187665
200712,高雄港,13249017,2591638,10657379,9292596,1448286,7844310,3956421,1143352,2813069
200712,臺中港,3899339,775890,3123449,3331712,705320,2626392,567627,70570,497057
200712,基隆港,2788737,895122,1893615,2137635,811624,1326011,651102,83498,567604
200712,花蓮港,1556326,1278199,278127,143554,99123,44431,1412772,1179076,233696
200712,臺北港,749816,331357,418459,746695,328630,418065,3121,2727,394
200712,安平港,638986,45787,593199,621469,41315,580154,17517,4472,13045
200712,蘇澳港,408654,215058,193596,190740,59944,130796,217914,155114,62800
200801,國際商港,23512248,5867296,17644952,16748564,3183840,13564724,6763684,2683456,4080228
200801,高雄港,12919704,2539413,10380291,8762352,1211359,7550993,4157352,1328054,2829298
200801,臺中港,3850400,830521,3019879,3350395,782080,2568315,500005,48441,451564
200801,基隆港,2936582,830051,2106531,2300807,751735,1549072,635775,78316,557459
200801,花蓮港,1674743,1187364,487379,379911,24150,355761,1294832,1163214,131618
200801,臺北港,904603,344958,559645,895923,342609,553314,8680,2349,6331
200801,安平港,613791,39604,574187,601196,37312,563884,12595,2292,10303
200801,蘇澳港,612425,95385,517040,457980,34595,423385,154445,60790,93655
200802,國際商港,19006464,4801252,14205212,13711348,2755577,10955771,5295116,2045675,3249441
200802,高雄港,11109699,2312539,8797160,7608299,1135377,6472922,3501400,1177162,2324238
200802,臺中港,3487868,701405,2786463,3158255,661068,2497187,329613,40337,289276
200802,基隆港,1896393,687078,1209315,1425520,614874,810646,470873,72204,398669
200802,花蓮港,1043972,726304,317668,178639,35131,143508,865333,691173,174160
200802,臺北港,686814,227760,459054,679582,221986,457596,7232,5774,1458
200802,蘇澳港,469474,119811,349663,359035,62672,296363,110439,57139,53300
200802,安平港,312244,26355,285889,302018,24469,277549,10226,1886,8340
200803,國際商港,26092159,5814664,20277495,19003006,3230640,15772366,7089153,2584024,4505129
200803,高雄港,14712088,2453212,12258876,10499719,1071971,9427748,4212369,1381241,2831128
200803,臺中港,4984436,1006860,3977576,4438529,934322,3504207,545907,72538,473369
200803,基隆港,2762230,821458,1940772,2061045,750331,1310714,701185,71127,630058
200803,花蓮港,1589962,1039020,550942,240728,23966,216762,1349234,1015054,334180
200803,臺北港,902707,340591,562116,893262,332349,560913,9445,8242,1203
200803,安平港,693830,53384,640446,673628,46973,626655,20202,6411,13791
200803,蘇澳港,446906,100139,346767,196095,70728,125367,250811,29411,221400
200804,國際商港,24043849,5678255,18365594,17448390,3036609,14411781,6595459,2641646,3953813
200804,高雄港,13319255,2815461,10503794,9171278,1426344,7744934,4147977,1389117,2758860
200804,臺中港,4632700,566350,4066350,4177248,516243,3661005,455452,50107,405345
200804,基隆港,2510316,672647,1837669,1875797,602307,1273490,634519,70340,564179
200804,花蓮港,1595367,1170572,424795,391948,108473,283475,1203419,1062099,141320
200804,臺北港,750576,295044,455532,734957,282134,452823,15619,12910,2709
200804,安平港,710057,45242,664815,695182,41917,653265,14875,3325,11550
200804,蘇澳港,525578,112939,412639,401980,59191,342789,123598,53748,69850
200805,國際商港,24385745,6808021,17577724,17595530,3864304,13731226,6790215,2943717,3846498
200805,高雄港,13678251,3721470,9956781,9304754,1992240,7312514,4373497,1729230,2644267
200805,臺中港,4986932,757139,4229793,4493894,693158,3800736,493038,63981,429057
200805,基隆港,2786961,847125,1939836,2124336,749572,1374764,662625,97553,565072
200805,花蓮港,1296069,1070038,226031,153705,57462,96243,1142364,1012576,129788
200805,臺北港,731760,284694,447066,723417,277309,446108,8343,7385,958
200805,安平港,698517,38820,659697,683350,37391,645959,15167,1429,13738
200805,蘇澳港,207255,88735,118520,112074,57172,54902,95181,31563,63618
200806,國際商港,21913527,4901439,17012088,15859145,2801918,13057227,6054382,2099521,3954861
200806,高雄港,11931480,2123910,9807570,8378886,1157885,7221001,3552594,966025,2586569
200806,臺中港,4209654,621734,3587920,3728396,580068,3148328,481258,41666,439592
