年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
200502,基隆港,556,6714388,181,1091053,5,57449,15,124365,32,329121,0,0,5,59885,2,12786,2,20336,47,664050,2,60312,0,0,0,0,0,0,0,0,0,0,41,861713,1,50087,125,1863000,0,0,0,0,11,96527,19,287082,0,0,5,13326,0,0,1,17331,13,273288,0,0,11,233839,0,0,1,7971,0,0,1,7405,0,0,0,0,2,87963,10,114145,9,113531,15,267823
200503,基隆港,762,9131419,227,1228262,6,124877,18,176162,45,507987,0,0,9,88356,4,22472,5,44404,65,932722,4,48795,2,4703,0,0,0,0,0,0,0,0,59,1272175,2,38,190,2702850,0,0,0,0,14,125156,21,318448,0,0,4,10529,0,0,1,163,16,307238,0,0,14,331603,0,0,0,0,0,0,3,22215,2,15525,0,0,0,0,21,371969,9,107251,21,367519
200504,基隆港,835,9333772,289,1380653,5,108383,15,125165,49,594825,0,0,10,94121,4,33971,7,79087,67,935575,6,71275,4,9151,1,18247,0,0,0,0,0,0,51,1078779,0,0,200,2689288,0,0,0,0,18,153060,26,367028,0,0,2,10528,0,0,1,17331,19,354527,0,0,15,298080,0,0,0,0,0,0,4,65208,1,14358,0,0,0,0,15,234730,5,80877,21,519525
200505,基隆港,811,9099442,252,1347474,7,123086,15,154361,43,513757,0,0,7,66981,6,30598,4,42812,68,848614,4,48468,6,9672,0,0,0,0,1,29576,0,0,53,1263238,0,0,212,2706848,0,0,0,0,17,129786,26,349173,0,0,10,27934,0,0,1,2358,15,264076,0,0,18,371676,0,0,0,0,0,0,2,56081,0,0,0,0,1,53453,14,258318,5,56560,24,344542
200506,基隆港,810,9265444,264,1348529,7,130303,17,217231,49,533808,0,0,9,86763,2,12786,8,58922,63,856564,4,57448,2,4822,0,0,1,38269,1,29576,0,0,47,1111352,0,0,194,2718848,0,0,0,0,17,138945,29,419020,0,0,7,26513,0,0,3,21245,20,345797,0,0,18,432316,0,0,2,30364,0,0,6,89446,0,0,0,0,0,0,8,138800,3,50045,29,367732
200507,基隆港,808,9031833,273,1385393,6,79362,20,243435,48,521193,0,0,13,110635,6,37850,3,27969,61,857165,3,45552,1,3679,1,497,0,0,1,28981,0,0,52,1216078,1,19,198,2677116,0,0,0,0,20,157555,18,208582,0,0,1,2958,0,0,0,0,17,287948,0,0,18,388566,1,25580,0,0,0,0,5,37025,2,28716,0,0,0,0,9,162910,3,49363,27,447706
200508,基隆港,881,9500994,332,1536916,4,65976,16,238455,47,568110,0,0,11,95237,4,22218,4,51121,65,922969,5,90064,3,10274,0,0,0,0,0,0,0,0,53,1343142,0,0,187,2503527,0,0,0,0,29,239116,16,189176,0,0,17,39178,0,0,5,24357,20,338758,0,0,15,366459,0,0,0,0,0,0,5,66857,1,14358,0,0,0,0,11,261407,3,78676,28,434643
200509,基隆港,833,9108753,307,1485567,4,82948,15,192212,43,566829,0,0,11,101748,8,62789,3,25951,64,865916,5,62335,9,49844,0,0,0,0,0,0,0,0,47,1067632,1,18,190,2715869,0,0,0,0,22,184693,18,236148,0,0,6,12920,0,0,1,9300,20,325184,0,0,19,440455,1,25580,0,0,0,0,4,29620,2,28716,0,0,1,53453,9,163207,0,0,23,319819
200510,基隆港,794,9023460,257,1427969,5,87879,27,231792,36,471153,0,0,11,108207,2,12786,4,43033,69,966526,5,72632,10,53101,1,3922,0,0,0,0,0,0,51,1039433,1,19,181,2486464,0,0,0,0,22,169026,15,180676,0,0,8,19124,0,0,7,42148,18,314345,0,0,22,543128,0,0,1,8448,0,0,7,84276,0,0,0,0,0,0,7,146817,1,39941,26,470615
200511,基隆港,784,9164200,250,1302238,6,115936,24,285515,32,368095,0,0,6,47162,6,75579,3,40348,67,1023349,3,43908,7,40106,0,0,1,28739,1,28981,0,0,47,1057332,1,81,192,2642985,0,0,0,0,22,189451,23,293870,0,0,10,26579,0,0,5,24896,21,372336,0,0,14,328865,1,25580,1,2472,0,0,5,66857,0,0,0,0,0,0,10,171095,1,39941,25,521904
200512,基隆港,788,9128109,266,1404443,8,149748,30,282112,39,568337,0,0,4,38648,9,138253,2,16727,71,1033223,3,43908,8,58043,0,0,1,28739,1,29576,0,0,55,1233915,0,0,160,2085561,8,94944,0,0,18,143941,25,291655,0,0,9,20983,0,0,2,26631,21,433958,0,0,18,449225,0,0,0,0,0,0,5,75216,2,15530,0,0,1,53453,9,162728,2,24089,11,224523
200601,基隆港,767,9116726,245,1337633,6,132700,35,275754,36,521258,0,0,4,31440,5,83025,3,22904,73,1092142,5,48165,6,42460,0,0,0,0,1,29576,0,0,53,1172153,1,65,166,2358343,9,121883,0,0,21,162694,26,358660,0,0,8,17772,0,0,3,26845,20,353083,0,0,12,293920,1,25580,1,22415,0,0,5,74985,1,14358,0,0,1,31330,9,140784,1,18625,10,306174
200602,基隆港,649,8078898,180,1104615,6,131211,43,445794,30,435136,0,0,1,11977,3,43993,2,15720,60,870734,5,54919,5,38520,0,0,0,0,1,28981,0,0,59,1418604,0,0,133,1752941,7,57477,0,0,17,167198,25,275988,0,0,6,11395,0,0,3,26737,22,388916,0,0,11,277492,1,25580,0,0,0,0,3,22215,1,14358,0,0,1,31330,9,133285,1,24155,14,269627
200603,基隆港,804,9045722,254,1162656,8,121024,36,336545,48,588236,0,0,4,47908,4,62793,2,39379,73,1008685,6,114387,8,50239,0,0,1,28739,0,0,0,0,58,1186537,2,38,171,2255851,8,115444,0,0,20,205157,27,320640,0,0,9,24811,0,0,2,24050,21,399662,0,0,11,287975,0,0,0,0,0,0,4,29620,2,102879,0,0,1,53453,12,179462,0,0,12,299552
200604,基隆港,792,8899418,260,1252090,4,64182,29,194631,46,558596,0,0,4,32223,7,106786,0,0,69,988327,3,34928,9,69786,0,0,0,0,1,28981,0,0,71,1442010,0,0,165,2224036,7,82917,0,0,18,164430,28,351875,0,0,4,7347,0,0,3,21584,16,295103,0,0,13,312289,1,25580,0,0,0,0,5,37025,4,80586,0,0,1,31330,10,150729,2,34512,12,307535
200605,基隆港,781,8822627,229,1064886,7,106680,32,254547,51,745276,0,0,3,17968,5,81593,2,36143,79,1065411,5,58467,8,57988,0,0,0,0,0,0,0,0,68,1380513,0,0,161,2155312,9,195433,0,0,17,153926,28,292664,0,0,11,26097,0,0,0,0,22,387163,0,0,8,146659,1,25580,0,0,0,0,4,29620,1,14358,0,0,1,26874,10,127041,2,35374,17,337054
200606,基隆港,761,8273665,229,1174107,5,75486,27,182863,42,524085,0,0,2,6806,7,94250,2,17801,76,1024812,4,59092,10,86614,1,351,1,28739,0,0,0,0,70,1332659,1,16,167,2110082,5,50710,0,0,22,216687,24,319382,0,0,13,25254,0,0,0,0,17,316054,0,0,9,177393,1,25580,0,0,0,0,6,59662,0,0,0,0,2,84783,8,96421,1,16749,9,167227
200607,基隆港,763,8642475,237,1171121,5,75486,26,159231,47,616891,0,0,0,0,6,100393,3,52573,80,1095943,4,51371,10,63335,0,0,0,0,1,29576,0,0,77,1470060,0,0,161,2232243,9,117900,0,0,14,121700,23,279403,0,0,6,16229,0,0,1,2581,19,355245,0,0,6,138185,1,25580,2,19962,2,77187,3,22215,0,0,0,0,1,26071,5,79841,2,27870,12,214283
200608,基隆港,823,8778303,273,1192086,6,132804,31,227326,50,632765,0,0,3,9761,5,81593,3,70098,76,1041987,3,35512,10,92693,0,0,0,0,1,28981,0,0,77,1436028,1,19,173,2244969,7,112843,0,0,18,158932,14,197603,0,0,5,13601,0,0,2,2779,18,314382,0,0,9,187250,1,25580,2,14943,3,131261,5,37025,1,14358,0,0,1,53453,7,89119,2,28063,16,170489
200609,基隆港,785,8242270,259,1109019,3,47688,21,147323,45,514414,0,0,2,8232,3,31586,1,6178,80,1114173,1,4593,6,56225,0,0,1,28739,1,28981,0,0,67,1353396,0,0,166,1948499,11,85217,0,0,20,210866,23,260622,0,0,6,16395,0,0,3,7711,18,329957,0,0,9,206538,1,25580,2,19962,5,169549,2,14810,1,14358,0,0,1,53453,8,162844,6,75149,13,190213
200610,基隆港,775,8583828,218,971236,5,82470,31,199439,46,572152,0,0,3,15083,1,6393,0,0,72,963582,0,0,9,73345,1,35921,0,0,0,0,0,0,71,1395694,0,0,185,2332633,6,108402,0,0,24,227365,22,228784,0,0,5,8560,0,0,1,2581,24,398695,0,0,8,192314,1,25580,4,39924,4,254030,5,37025,0,0,0,0,1,53453,9,117491,6,80630,13,161046
200611,基隆港,755,8714976,211,1047919,5,116118,31,284143,37,434778,0,0,6,62602,2,12786,2,36844,75,971758,1,4560,9,57904,1,5409,1,28739,0,0,0,0,76,1448429,0,0,170,2206905,10,214873,0,0,19,187280,16,214008,0,0,6,13714,0,0,2,3924,22,350046,0,0,9,192677,1,25580,5,49905,4,325109,4,29620,1,1172,0,0,1,53453,4,36120,7,87257,17,211344
200612,基隆港,726,8372786,185,1008916,6,107194,32,214424,43,474347,0,0,6,57473,1,6393,4,24994,73,991996,0,0,6,51023,0,0,0,0,1,29576,0,0,82,1519520,0,0,169,2254103,9,67039,0,0,22,235333,14,188298,0,0,7,11952,0,0,0,0,22,361096,0,0,7,130382,1,25580,2,19962,1,37902,6,59662,0,0,0,0,1,53453,7,136987,8,114128,11,191053
200701,基隆港,740,8645795,181,1024549,8,107656,34,290225,46,475893,0,0,5,52003,3,17815,6,44044,70,962334,0,0,8,59131,0,0,1,28739,0,0,0,0,94,1818497,1,19,171,2121926,8,129242,0,0,24,228526,13,180550,0,0,6,12929,0,0,3,11845,20,308929,0,0,9,180537,1,25580,0,0,2,106906,4,86123,0,0,0,0,1,53453,8,124917,2,53012,11,140415
200702,基隆港,591,7110003,156,1015373,4,57442,26,199760,36,380174,0,0,3,35931,1,6393,2,13811,54,762827,1,6788,9,53276,0,0,2,36936,2,58557,0,0,70,1281800,0,0,132,1824364,8,127656,0,0,16,165690,14,216967,0,0,3,5046,0,0,3,13896,19,323744,0,0,8,167899,0,0,0,0,2,93359,2,14810,0,0,0,0,0,0,5,55501,1,16749,12,175254
200703,基隆港,718,8089818,210,1112676,5,67715,29,191409,37,410646,0,0,1,2717,4,25572,2,13066,68,950371,2,18881,5,37094,0,0,0,0,0,0,0,0,91,1675923,0,0,153,2017687,10,172726,0,0,16,141192,13,181963,0,0,6,11904,0,0,8,30529,22,361082,0,0,4,66916,3,95568,0,0,3,55208,3,22215,1,14358,0,0,1,53453,7,100540,1,16749,13,241658
200704,基隆港,741,8216437,237,1115993,4,65976,31,222462,38,315107,0,0,1,2717,2,12786,2,36844,64,896268,1,55719,4,3887,0,0,0,0,0,0,0,0,91,1815964,0,0,143,1801989,12,282901,0,0,17,160588,23,365809,0,0,6,14304,0,0,7,26672,18,310729,0,0,7,150062,0,0,0,0,7,188104,4,29620,0,0,0,0,2,106906,7,113838,1,6804,12,114388
200705,基隆港,766,8324310,247,1303896,4,65976,29,241806,44,448925,0,0,3,12364,4,30653,1,4908,62,864226,0,0,4,12418,0,0,1,28739,0,0,0,0,90,1744154,0,0,161,1986799,11,199046,0,0,19,176523,14,207146,0,0,2,6433,0,0,7,26444,19,283491,0,0,5,115771,2,51160,3,20112,6,120563,0,0,1,1172,0,0,0,0,11,147256,1,16749,15,207580
200706,基隆港,703,7752526,212,987144,5,80676,32,217475,42,427686,0,0,1,4089,4,29751,1,29211,62,861310,0,0,7,32231,3,42222,0,0,0,0,0,0,80,1589295,0,0,149,1979328,11,212910,0,0,18,169441,15,229947,0,0,5,11365,0,0,3,7760,15,231095,0,0,3,60147,0,0,4,26816,6,136114,0,0,1,14358,0,0,1,53453,8,117771,2,35374,13,165557
200707,基隆港,762,8907521,214,1016466,5,82470,24,135919,37,312238,0,0,3,8135,3,19179,2,10533,70,1006041,0,0,10,37000,0,0,0,0,2,58557,0,0,75,1472036,1,19,186,2448346,27,843494,0,0,17,160504,16,244831,0,0,9,24989,0,0,1,2581,19,294682,0,0,4,83638,3,95568,3,20112,6,138643,0,0,1,1398,0,0,2,89165,8,123325,2,35374,12,142278
200708,基隆港,761,8598031,255,1138892,4,65976,24,97238,40,371428,0,0,0,0,4,30653,2,35226,63,850651,0,0,7,22070,0,0,3,65423,1,28981,0,0,77,1552935,0,0,155,2089996,30,811168,0,0,13,111082,17,244536,0,0,7,20302,0,0,1,2396,19,307846,0,0,5,115907,0,0,2,13408,9,226245,0,0,0,0,0,0,1,53453,11,167623,1,16749,10,157847
200709,基隆港,745,7899187,249,1144898,3,31205,24,146319,43,352730,0,0,1,2717,4,29751,3,42859,59,831833,1,4560,11,34241,1,297,3,55026,0,0,0,0,68,1357891,0,0,161,2030577,23,653095,0,0,15,113350,13,192841,0,0,5,15586,0,0,3,7369,12,176603,0,0,4,76263,2,51160,2,13408,7,154659,0,0,0,0,0,0,1,53453,11,169331,3,40838,13,116327
200710,基隆港,724,8732168,225,1168237,6,91643,26,133977,38,354452,0,0,1,14851,4,24208,4,51572,64,920687,1,132,12,28055,0,0,3,55026,0,0,0,0,77,1579466,0,0,158,2228062,24,616522,0,0,13,111892,10,186061,0,0,4,9937,0,0,4,9914,14,194630,2,27956,6,141474,0,0,1,6704,9,385751,0,0,0,0,0,0,1,53453,6,77821,2,35374,9,224311
200711,基隆港,642,7486108,183,979508,6,130818,23,131171,45,351206,0,0,1,13634,3,19179,3,42859,58,813543,0,0,8,24802,0,0,3,55026,0,0,0,0,76,1468799,0,0,139,1986694,14,302019,0,0,19,148375,10,190233,0,0,1,5264,0,0,1,2982,11,134688,1,13978,4,83743,1,25580,1,2076,8,269876,1,25707,0,0,0,0,0,0,14,174472,1,16749,7,73127
200712,基隆港,740,8074111,237,1311579,7,116704,28,153879,39,352871,0,0,0,0,3,19179,2,35226,60,883341,0,0,8,24991,2,5024,4,73368,0,0,0,0,79,1449656,1,19,166,2236025,11,132660,0,0,20,156843,8,141821,0,0,7,18462,0,0,1,2389,18,248641,1,13978,5,104052,1,25580,0,0,8,270534,1,22637,0,0,0,0,1,53453,9,120911,0,0,13,100288
200801,基隆港,673,7834020,187,1074657,5,80676,24,125182,44,428254,0,0,2,8190,4,36154,2,35226,65,867067,0,0,8,22138,0,0,4,73368,0,0,0,0,82,1581192,1,65,154,2240416,11,169997,0,0,20,151637,5,97833,0,0,3,9227,0,0,4,10725,13,168922,0,0,5,125209,0,0,1,6704,8,198401,0,0,0,0,0,0,1,53453,10,129941,1,16749,9,122637
200802,基隆港,539,6609746,144,974350,3,49482,27,135031,25,201447,0,0,1,2998,2,12786,2,35226,52,711273,0,0,5,15933,0,0,3,55026,0,0,0,0,59,1139171,0,0,134,1913098,12,305448,0,0,15,117281,10,162286,0,0,5,17641,0,0,3,6594,13,181365,0,0,3,58125,2,51160,0,0,6,190438,1,25707,0,0,0,0,1,53453,7,81797,2,30240,2,82390
200803,基隆港,701,7995800,222,1203973,5,65985,28,150597,37,403883,0,0,1,4095,2,12786,4,46955,66,935694,1,19357,3,9511,0,0,5,91710,0,0,0,0,65,1146865,1,19,161,2396801,16,356510,0,0,18,126270,6,94389,0,0,6,20131,0,0,4,10348,14,212175,0,0,8,192785,1,4410,1,5272,9,180699,0,0,0,0,0,0,0,0,6,69532,4,62109,7,172939
200804,基隆港,666,7924757,202,1086932,4,65976,24,92039,39,453752,0,0,1,4095,2,12786,2,47578,56,718876,0,0,8,35180,1,35,1,28739,1,29576,0,0,68,1345613,0,0,155,2275121,18,500853,0,0,17,129980,8,141164,0,0,3,16644,0,0,0,0,16,244634,0,0,2,43936,1,25580,1,5272,7,149984,0,0,0,0,0,0,2,106906,11,168949,4,56138,12,138419
200805,基隆港,678,8090823,205,1185602,4,50902,26,105792,39,444047,0,0,2,8190,4,25572,1,29965,67,999899,0,0,3,18318,1,3801,0,0,1,28981,0,0,71,1399044,0,0,138,1715527,24,637293,0,0,16,117743,8,154096,0,0,6,21224,0,0,0,0,14,217050,0,0,6,139152,0,0,1,2602,11,287451,1,37237,3,31570,0,0,1,53453,13,228350,3,41018,9,106944
200806,基隆港,687,8071428,222,1127593,0,0,20,78995,33,352579,0,0,1,4095,2,12786,1,29956,61,923716,0,0,3,10300,0,0,0,0,1,29576,0,0,66,1307185,0,0,158,2095552,23,631107,0,0,16,111439,8,148572,0,0,5,24054,0,0,1,2982,14,235081,0,0,5,125304,3,79757,0,0,8,232622,0,0,5,37278,0,0,0,0,14,270940,6,74436,11,125523
200807,基隆港,691,8077140,207,1129260,0,0,25,103107,43,483214,0,0,2,7122,4,25572,0,0,65,993400,0,0,4,14735,1,3801,0,0,1,29575,0,0,77,1508011,0,0,150,1852313,24,688879,1,3321,17,129490,9,150907,0,0,2,10528,0,0,2,7546,11,179980,0,0,4,95247,0,0,0,0,7,189319,0,0,2,5708,0,0,1,53453,14,222764,3,39389,15,150499
200808,基隆港,752,8524993,259,1232704,1,23235,27,112851,42,490147,0,0,1,4039,2,12786,0,0,67,967077,0,0,2,4987,0,0,0,0,0,0,0,0,78,1484928,1,19,159,2079350,27,698464,0,0,17,121237,14,231481,0,0,1,1998,0,0,1,2982,10,147196,0,0,5,124609,2,55699,0,0,9,289467,0,0,4,57432,0,0,2,106906,10,149662,4,62109,7,63628
200809,基隆港,657,7793512,226,1117926,1,9510,18,71251,35,392907,0,0,0,0,3,28495,2,30210,59,908441,1,4560,2,7301,1,18247,0,0,1,29575,0,0,66,1531485,1,25,135,1628578,21,594338,0,0,14,128063,11,169718,0,0,1,1996,0,0,3,7755,12,193548,0,0,6,150997,1,25580,0,0,9,294608,2,30042,1,14358,0,0,0,0,9,126306,8,130393,8,147299
200810,基隆港,724,8595292,228,1106012,4,66493,25,150649,48,503321,0,0,0,0,1,6393,0,0,67,948347,0,0,3,8281,0,0,0,0,0,0,0,0,68,1637158,0,0,155,1872768,26,624959,0,0,20,223417,11,208511,0,0,1,1417,0,0,2,4195,7,110805,0,0,6,138856,2,54177,1,6704,13,426479,5,52349,2,28716,0,0,1,53453,10,155954,8,133310,10,72568
200811,基隆港,634,7783760,202,1101038,3,82660,12,48959,48,610680,0,0,1,4769,0,0,1,5555,63,1004008,0,0,2,4699,0,0,0,0,0,0,0,0,61,1217672,1,19,129,1595355,11,87060,0,0,22,223528,10,199163,0,0,3,6968,0,0,0,0,12,191200,0,0,5,125389,1,25580,0,0,13,591196,3,22261,3,43074,0,0,1,53453,11,191835,9,170359,7,177280
200812,基隆港,651,7849835,195,1032577,2,76660,7,80931,52,673419,1,66452,0,0,0,0,3,41139,63,901524,0,0,8,24450,2,36494,1,28739,2,58556,0,0,74,1523256,0,0,148,1771829,10,129731,0,0,20,215318,7,159794,0,0,0,0,0,0,0,0,9,154671,0,0,3,75760,1,25580,1,11948,12,344747,1,7405,0,0,0,0,0,0,22,331945,4,66996,3,9914
200901,基隆港,503,6408459,140,871713,1,56951,4,40955,49,723890,0,0,1,4095,0,0,0,0,57,885318,0,0,3,6949,0,0,1,28739,0,0,0,0,54,1031129,0,0,100,1298740,13,129707,0,0,16,173137,7,189517,0,0,1,1998,0,0,4,9748,9,156243,0,0,8,208493,1,25580,1,11948,9,213777,0,0,1,14358,0,0,0,0,14,220757,3,50247,6,54470
200902,基隆港,501,6428998,147,820264,1,50334,6,72076,44,620318,2,12774,0,0,1,16983,2,59930,73,1335306,1,29093,1,1996,1,2997,2,57478,1,29589,0,0,57,1189299,0,0,94,1170207,11,87060,0,0,15,156703,3,70576,0,0,2,4561,0,0,1,2683,5,81708,0,0,2,48280,1,25580,1,1862,7,220940,0,0,2,28716,0,0,0,0,15,207381,1,16749,2,7555
200903,基隆港,602,7739183,200,1178070,2,58999,4,54617,43,617178,5,26913,0,0,0,0,1,999,68,1103665,1,4560,4,9383,0,0,0,0,1,29589,0,0,67,1424855,1,19,123,1437411,14,432019,0,0,14,146648,3,62157,0,0,1,4245,0,0,2,5036,9,193525,0,0,8,284602,1,25580,2,24060,6,269492,0,0,1,14358,0,0,0,0,18,299372,0,0,3,31831
200904,基隆港,588,7511578,195,1000486,1,50142,4,37883,40,581307,6,34778,0,0,0,0,1,11176,80,1423509,1,29093,2,6322,0,0,0,0,1,29589,0,0,65,1323941,1,7,101,1158332,9,286538,0,0,18,177619,4,108047,0,0,3,9136,0,0,1,2581,12,214796,1,14358,2,48280,2,105852,2,34445,8,473464,1,23196,0,0,0,0,0,0,19,288535,0,0,8,38166
200905,基隆港,585,7357844,192,1119686,0,0,6,111746,48,754561,10,55219,0,0,0,0,1,29965,59,1064289,2,33653,2,11551,0,0,0,0,1,29589,0,0,72,1395723,2,5032,117,1399874,8,192474,0,0,15,145233,6,123305,0,0,2,4981,0,0,0,0,11,185495,1,14358,3,65849,3,131432,0,0,4,134646,0,0,0,0,0,0,0,0,16,326074,1,6818,3,16291
200906,基隆港,611,7859182,206,1135940,4,167046,4,27739,44,659100,10,53057,2,8864,1,16314,1,29211,53,1013559,1,29093,5,13333,0,0,0,0,2,59164,0,0,65,1347942,0,0,123,1458682,16,530052,0,0,15,166512,8,167547,0,0,4,9951,0,0,0,0,21,288286,1,14358,2,47635,3,158778,0,0,4,120798,0,0,0,0,0,0,1,43325,14,286396,1,6500,0,0
200907,基隆港,660,8159031,232,1308397,2,84821,8,122021,55,784010,13,90537,0,0,0,0,2,34768,58,1202071,1,4560,4,4263,0,0,0,0,2,58557,0,0,47,929432,2,6360,137,1572775,21,715903,0,0,14,146858,9,191110,0,0,2,5264,0,0,1,7457,15,200232,0,0,1,18233,2,54177,0,0,3,82810,0,0,1,3320,0,0,0,0,19,370464,4,129910,5,30721
200908,基隆港,615,7427607,213,1236192,0,0,9,105582,67,916657,15,112996,0,0,0,0,0,0,55,991130,3,38213,3,4225,0,0,0,0,1,29589,0,0,34,620201,3,6379,130,1557859,19,680121,0,0,10,91834,11,226477,0,0,0,0,0,0,0,0,15,231217,0,0,2,71557,1,28597,1,18321,4,169509,0,0,0,0,0,0,0,0,17,284628,0,0,2,6323
200909,基隆港,620,7818048,211,1358557,2,84821,7,53296,65,935742,15,117498,0,0,1,16794,1,5436,56,1038253,2,33653,4,9887,0,0,2,57478,2,59151,0,0,32,585532,4,9586,131,1771521,18,612445,0,0,12,124332,11,214157,0,0,3,6668,0,0,2,4579,17,240573,0,0,0,0,0,0,1,16641,4,134646,0,0,0,0,0,0,0,0,16,272531,1,54271,0,0
200910,基隆港,569,7819586,172,1178922,1,42414,5,88815,53,778647,13,134802,0,0,1,6393,0,0,58,1034782,1,29093,3,9527,0,0,1,28739,2,58570,0,0,35,724295,1,2516,140,1880951,17,525237,0,0,14,135972,5,82223,0,0,1,2983,0,0,0,0,17,242513,1,14358,1,18233,2,78506,0,0,6,366396,0,0,0,0,0,0,0,0,16,346388,0,0,3,8311
200911,基隆港,549,7310477,159,1252586,1,26518,7,98734,60,870306,18,122864,1,4095,2,12786,0,0,53,930029,1,4560,4,13058,0,0,0,0,1,29575,0,0,45,1051299,0,0,133,1672299,5,80404,0,0,9,93764,7,165344,0,0,3,7529,0,0,0,0,9,170283,0,0,2,48280,0,0,2,21507,5,250521,0,0,0,0,0,0,0,0,18,371306,0,0,4,12830
200912,基隆港,620,7760756,206,1390570,2,85508,6,111943,73,1101737,17,122432,1,4095,3,40967,1,5585,60,1014585,1,29093,3,9575,0,0,0,0,2,59150,0,0,38,661955,0,0,145,2041181,4,22632,0,0,9,80371,8,144807,0,0,3,7450,0,0,1,1997,5,84731,0,0,2,71557,1,25580,0,0,6,195200,1,29644,0,0,0,0,1,52191,18,354410,0,0,3,11810
201001,基隆港,584,7430829,170,1226574,0,0,6,95054,77,1100134,19,141423,1,4769,5,57035,0,0,48,838746,2,33653,5,21641,0,0,0,0,3,88145,0,0,53,920939,0,0,126,1755442,5,28290,0,0,8,70561,12,234767,0,0,3,8065,0,0,1,7485,8,178629,0,0,0,0,0,0,0,0,4,127877,0,0,1,28567,0,0,0,0,19,420337,1,13695,7,29001
201002,基隆港,468,6582019,129,907306,1,56978,7,113775,53,642797,14,116445,0,0,4,61536,0,0,38,707482,0,0,8,22885,1,48722,0,0,2,59178,0,0,42,867407,0,0,103,1499357,7,218584,0,0,4,39240,7,144668,0,0,3,6953,0,0,2,4387,7,164093,1,14132,2,48280,6,317556,0,0,3,61251,0,0,0,0,0,0,2,80783,19,361935,0,0,3,16289
201003,基隆港,650,8594000,194,1140565,0,0,11,130718,69,929619,21,134187,4,21894,4,57761,2,36847,54,990147,1,29093,6,28676,1,3484,0,0,1,28981,0,0,45,888413,0,0,136,1833307,8,218328,0,0,5,53040,14,325186,0,0,1,2478,0,0,1,2389,20,505351,0,0,1,25608,1,52926,1,13706,7,263614,3,120156,0,0,0,0,3,78978,29,593486,2,60554,5,24508
201004,基隆港,615,8254836,185,1134377,2,19020,10,107600,70,867358,22,158791,3,11051,4,48753,0,0,55,1012893,2,40790,2,11698,0,0,0,0,2,58556,0,0,47,1118689,0,0,128,1860926,9,103484,0,0,3,29430,15,281467,0,0,1,2983,0,0,0,0,16,392683,1,14132,2,129804,1,52926,1,5272,4,299073,1,29644,0,0,0,0,1,28592,21,375452,1,25864,6,33528
201005,基隆港,644,8988883,190,1333177,1,56978,8,108090,65,861136,27,203897,0,0,2,23680,1,11176,60,1037536,2,33686,4,19309,0,0,1,37340,2,59164,0,0,52,1179785,0,0,137,1965272,17,551459,0,0,5,49050,16,271982,0,0,1,2268,0,0,0,0,17,382652,0,0,3,77682,1,52926,1,16639,5,246332,1,29644,0,0,0,0,0,0,22,360952,1,4123,2,12948
201006,基隆港,608,8662703,170,1085555,0,0,8,124502,61,754610,20,147622,1,4095,3,30073,0,0,64,1125183,1,29093,3,14684,1,35119,1,28739,2,59178,0,0,53,1158114,0,0,122,1732403,17,572337,0,0,4,39240,25,396638,0,0,1,1992,0,0,0,0,11,269137,1,14132,5,209074,4,211704,0,0,5,262083,0,0,0,0,0,0,0,0,21,337540,0,0,4,19856
201007,基隆港,667,9102821,200,1039047,0,0,4,15840,71,868343,25,173659,1,4095,2,23680,2,59130,58,1000819,2,69932,5,18076,1,35119,0,0,3,88740,0,0,61,1666941,0,0,136,1965234,19,584280,0,0,5,49050,23,393544,0,0,1,1998,0,0,2,9482,13,255220,1,14132,3,138842,1,52926,0,0,4,230845,1,29644,0,0,0,0,0,0,17,260660,0,0,6,53543
